id,propertyId,fullAddress,roomNumber,occupancyType,bedrooms,listingSqft,unitSqft,availableDate,minimumStay,minimumPrice,maximumPrice
9607,ENTUS-100017982,"70 Richmond Ave, 644, Houston, TX, 77006 USA",644,PRIVATE,0,0.0,,2024-06-15,3,155000,155000
9621,ENTUS-100017982,"70 Richmond Ave, 658-4, Houston, TX, 77006 USA",658-4,SHARED,4,,,2024-06-15,3,130500,130500
9533,ENTUS-100017982,"70 Richmond Ave, 526-2, Houston, TX, 77006 USA",526-2,SHARED,3,,,2024-06-15,3,130500,130500
9677,ENTUS-100017982,"70 Richmond Ave, 757-2, Houston, TX, 77006 USA",757-2,SHARED,3,,,2024-06-15,3,122500,122500
9617,ENTUS-100017982,"70 Richmond Ave, 657-3, Houston, TX, 77006 USA",657-3,SHARED,3,,,2024-06-15,3,124500,124500
9712,ENTUS-100017982,"70 Richmond Ave, 825, Houston, TX, 77006 USA",825,PRIVATE,0,0.0,,2024-06-15,3,148500,148500
9854,ENTUS-100017982,"70 Richmond Ave, 821-1, Houston, TX, 77006 USA",821-1,SHARED,2,,,2024-06-15,3,130000,130000
9540,ENTUS-100017982,"70 Richmond Ave, 534, Houston, TX, 77006 USA",534,PRIVATE,0,0.0,,2024-06-15,3,160500,160500
9561,ENTUS-100017982,"70 Richmond Ave, 558-4, Houston, TX, 77006 USA",558-4,SHARED,4,,,2024-06-15,3,130000,130000
9793,ENTUS-100017982,"70 Richmond Ave, 957-2, Houston, TX, 77006 USA",957-2,SHARED,3,,,2024-06-15,3,123000,123000
9593,ENTUS-100017982,"70 Richmond Ave, 626-1, Houston, TX, 77006 USA",626-1,SHARED,3,,,2024-06-15,3,131000,131000
9664,ENTUS-100017982,"70 Richmond Ave, 741, Houston, TX, 77006 USA",741,PRIVATE,0,0.0,,2024-06-15,3,145000,145000
9797,ENTUS-100017982,"70 Richmond Ave, 958-2, Houston, TX, 77006 USA",958-2,SHARED,4,,,2024-06-15,3,125000,125000
9538,ENTUS-100017982,"70 Richmond Ave, 530, Houston, TX, 77006 USA",530,PRIVATE,0,0.0,,2024-06-15,3,160500,160500
9756,ENTUS-100017982,"70 Richmond Ave, 905, Houston, TX, 77006 USA",905,PRIVATE,0,0.0,,2024-06-15,3,144500,144500
9489,ENTUS-100017982,"70 Richmond Ave, 442, Houston, TX, 77006 USA",442,PRIVATE,0,0.0,,2024-06-15,3,154000,154000
9671,ENTUS-100017982,"70 Richmond Ave, 754, Houston, TX, 77006 USA",754,PRIVATE,0,0.0,,2024-06-15,3,151500,151500
9741,ENTUS-100017982,"70 Richmond Ave, 858-4, Houston, TX, 77006 USA",858-4,SHARED,4,,,2024-06-15,3,131500,131500
9628,ENTUS-100017982,"70 Richmond Ave, 661-2, Houston, TX, 77006 USA",661-2,SHARED,3,,,2024-06-15,3,122000,122000
9779,ENTUS-100017982,"70 Richmond Ave, 932, Houston, TX, 77006 USA",932,PRIVATE,0,0.0,,2024-06-15,3,162500,162500
9865,ENTUS-100017982,"70 Richmond Ave, 946-2, Houston, TX, 77006 USA",946-2,SHARED,2,,,2024-06-15,3,128000,128000
9499,ENTUS-100017982,"70 Richmond Ave, 456-3, Houston, TX, 77006 USA",456-3,SHARED,4,,,2024-06-15,3,123000,123000
9753,ENTUS-100017982,"70 Richmond Ave, 902-1, Houston, TX, 77006 USA",902-1,SHARED,3,,,2024-06-15,3,125500,125500
9801,ENTUS-100017982,"70 Richmond Ave, 960-2, Houston, TX, 77006 USA",960-2,SHARED,4,,,2024-06-15,3,125000,125000
9802,ENTUS-100017982,"70 Richmond Ave, 960-3, Houston, TX, 77006 USA",960-3,SHARED,4,,,2024-06-15,3,125000,125000
9839,ENTUS-100017982,"70 Richmond Ave, 627-2, Houston, TX, 77006 USA",627-2,SHARED,2,,,2024-06-15,3,123000,123000
9576,ENTUS-100017982,"70 Richmond Ave, 605, Houston, TX, 77006 USA",605,PRIVATE,0,0.0,,2024-06-15,3,144000,144000
9795,ENTUS-100017982,"70 Richmond Ave, 957-1, Houston, TX, 77006 USA",957-1,SHARED,3,,,2024-06-15,3,123500,123500
9831,ENTUS-100017982,"70 Richmond Ave, 527-2, Houston, TX, 77006 USA",527-2,SHARED,2,,,2024-06-15,3,122500,122500
9595,ENTUS-100017982,"70 Richmond Ave, 626-3, Houston, TX, 77006 USA",626-3,SHARED,3,,,2024-06-15,3,134000,134000
9828,ENTUS-100017982,"70 Richmond Ave, 461-1, Houston, TX, 77006 USA",461-1,SHARED,2,,,2024-06-15,3,122000,122000
9522,ENTUS-100017982,"70 Richmond Ave, 507-1, Houston, TX, 77006 USA",507-1,SHARED,3,,,2024-06-15,3,122000,122000
9758,ENTUS-100017982,"70 Richmond Ave, 907-2, Houston, TX, 77006 USA",907-2,SHARED,3,,,2024-06-15,3,123000,123000
9601,ENTUS-100017982,"70 Richmond Ave, 636, Houston, TX, 77006 USA",636,PRIVATE,0,0.0,,2024-06-15,3,161000,161000
9585,ENTUS-100017982,"70 Richmond Ave, 616, Houston, TX, 77006 USA",616,PRIVATE,0,0.0,,2024-06-15,3,161000,161000
9646,ENTUS-100017982,"70 Richmond Ave, 719, Houston, TX, 77006 USA",719,PRIVATE,0,0.0,,2024-06-15,3,161500,161500
9751,ENTUS-100017982,"70 Richmond Ave, 900, Houston, TX, 77006 USA",900,PRIVATE,1,0.0,,2024-06-15,3,181500,181500
9798,ENTUS-100017982,"70 Richmond Ave, 958-3, Houston, TX, 77006 USA",958-3,SHARED,4,,,2024-06-15,3,125000,125000
