id,name,months,amount,concessionsApplied
9214,13 Months,13,198500,[]
9214,12 Months,12,198500,[]
9214,11 Months,11,198500,[]
9214,10 Months,10,198500,[]
9214,9 Months,9,198500,[]
9214,8 Months,8,198500,[]
9214,7 Months,7,198500,[]
9214,6 Months,6,198500,[]
9214,5 Months,5,198500,[]
9214,4 Months,4,198500,[]
9214,3 Months,3,198500,[]
9246,18 Months,18,151000,[]
9246,17 Months,17,151000,[]
9246,16 Months,16,151000,[]
9246,15 Months,15,151000,[]
9246,14 Months,14,151000,[]
9246,13 Months,13,151000,[]
9246,12 Months,12,151000,[]
9246,11 Months,11,151000,[]
9246,10 Months,10,151000,[]
9246,9 Months,9,151000,[]
9246,8 Months,8,151000,[]
9246,7 Months,7,151000,[]
9246,6 Months,6,151000,[]
9246,5 Months,5,151000,[]
9246,4 Months,4,151000,[]
9246,3 Months,3,151000,[]
9201,18 Months,18,173000,[]
9201,17 Months,17,173000,[]
9201,16 Months,16,173000,[]
9201,15 Months,15,173000,[]
9201,14 Months,14,173000,[]
9201,13 Months,13,173000,[]
9201,12 Months,12,173000,[]
9201,11 Months,11,173000,[]
9201,10 Months,10,173000,[]
9201,9 Months,9,173000,[]
9201,8 Months,8,173000,[]
9201,7 Months,7,173000,[]
9201,6 Months,6,173000,[]
9201,5 Months,5,173000,[]
9201,4 Months,4,173000,[]
9201,3 Months,3,173000,[]
9268,18 Months,18,119500,[]
9268,17 Months,17,119500,[]
9268,16 Months,16,119500,[]
9268,15 Months,15,119500,[]
9268,14 Months,14,119500,[]
9268,13 Months,13,119500,[]
9268,12 Months,12,119500,[]
9268,11 Months,11,119500,[]
9268,10 Months,10,119500,[]
9268,9 Months,9,119500,[]
9268,8 Months,8,119500,[]
9268,7 Months,7,119500,[]
9268,6 Months,6,119500,[]
9268,5 Months,5,119500,[]
9268,4 Months,4,119500,[]
9268,3 Months,3,119500,[]
9303,18 Months,18,135500,[]
9303,17 Months,17,135500,[]
9303,16 Months,16,135500,[]
9303,15 Months,15,135500,[]
9303,14 Months,14,135500,[]
9303,13 Months,13,135500,[]
9303,12 Months,12,135500,[]
9303,11 Months,11,135500,[]
9303,10 Months,10,135500,[]
9303,9 Months,9,135500,[]
9303,8 Months,8,135500,[]
9303,7 Months,7,135500,[]
9303,6 Months,6,135500,[]
9303,5 Months,5,135500,[]
9303,4 Months,4,135500,[]
9303,3 Months,3,135500,[]
9275,18 Months,18,200500,[]
9275,17 Months,17,200500,[]
9275,16 Months,16,200500,[]
9275,15 Months,15,200500,[]
9275,14 Months,14,200500,[]
9275,13 Months,13,200500,[]
9275,12 Months,12,200500,[]
9275,11 Months,11,200500,[]
9275,10 Months,10,200500,[]
9275,9 Months,9,200500,[]
9275,8 Months,8,200500,[]
9275,7 Months,7,200500,[]
9275,6 Months,6,200500,[]
9275,5 Months,5,200500,[]
9275,4 Months,4,200500,[]
9275,3 Months,3,200500,[]
9182,18 Months,18,131500,[]
9182,17 Months,17,131500,[]
9182,16 Months,16,131500,[]
9182,15 Months,15,131500,[]
9182,14 Months,14,131500,[]
9182,13 Months,13,131500,[]
9182,12 Months,12,131500,[]
9182,11 Months,11,131500,[]
9182,10 Months,10,131500,[]
9182,9 Months,9,131500,[]
9182,8 Months,8,131500,[]
9182,7 Months,7,131500,[]
9182,6 Months,6,131500,[]
9182,5 Months,5,131500,[]
9182,4 Months,4,131500,[]
9182,3 Months,3,131500,[]
9274,18 Months,18,175000,[]
9274,17 Months,17,175000,[]
9274,16 Months,16,175000,[]
9274,15 Months,15,175000,[]
9274,14 Months,14,175000,[]
9274,13 Months,13,175000,[]
9274,12 Months,12,175000,[]
9274,11 Months,11,175000,[]
9274,10 Months,10,175000,[]
9274,9 Months,9,175000,[]
9274,8 Months,8,175000,[]
9274,7 Months,7,175000,[]
9274,6 Months,6,175000,[]
9274,5 Months,5,175000,[]
9274,4 Months,4,175000,[]
9274,3 Months,3,175000,[]
9242,18 Months,18,116000,[]
9242,17 Months,17,116000,[]
9242,16 Months,16,116000,[]
9242,15 Months,15,116000,[]
9242,14 Months,14,116000,[]
9242,13 Months,13,116000,[]
9242,12 Months,12,116000,[]
9242,11 Months,11,116000,[]
9242,10 Months,10,116000,[]
9242,9 Months,9,116000,[]
9242,8 Months,8,116000,[]
9242,7 Months,7,116000,[]
9242,6 Months,6,116000,[]
9242,5 Months,5,116000,[]
9242,4 Months,4,116000,[]
9242,3 Months,3,116000,[]
9248,18 Months,18,199500,[]
9248,17 Months,17,199500,[]
9248,16 Months,16,199500,[]
9248,15 Months,15,199500,[]
9248,14 Months,14,199500,[]
9248,13 Months,13,199500,[]
9248,12 Months,12,199500,[]
9248,11 Months,11,199500,[]
9248,10 Months,10,199500,[]
9248,9 Months,9,199500,[]
9248,8 Months,8,199500,[]
9248,7 Months,7,199500,[]
9248,6 Months,6,199500,[]
9248,5 Months,5,199500,[]
9248,4 Months,4,199500,[]
9248,3 Months,3,199500,[]
9195,18 Months,18,145000,[]
9195,17 Months,17,145000,[]
9195,16 Months,16,145000,[]
9195,15 Months,15,145000,[]
9195,14 Months,14,145000,[]
9195,13 Months,13,145000,[]
9195,12 Months,12,145000,[]
9195,11 Months,11,145000,[]
9195,10 Months,10,145000,[]
9195,9 Months,9,145000,[]
9195,8 Months,8,145000,[]
9195,7 Months,7,145000,[]
9195,6 Months,6,145000,[]
9195,5 Months,5,145000,[]
9195,4 Months,4,145000,[]
9195,3 Months,3,145000,[]
9285,18 Months,18,176500,[]
9285,17 Months,17,176500,[]
9285,16 Months,16,176500,[]
9285,15 Months,15,176500,[]
9285,14 Months,14,176500,[]
9285,13 Months,13,176500,[]
9285,12 Months,12,176500,[]
9285,11 Months,11,176500,[]
9285,10 Months,10,176500,[]
9285,9 Months,9,176500,[]
9285,8 Months,8,176500,[]
9285,7 Months,7,176500,[]
9285,6 Months,6,176500,[]
9285,5 Months,5,176500,[]
9285,4 Months,4,176500,[]
9285,3 Months,3,176500,[]
9192,18 Months,18,111500,[]
9192,17 Months,17,111500,[]
9192,16 Months,16,111500,[]
9192,15 Months,15,111500,[]
9192,14 Months,14,111500,[]
9192,13 Months,13,111500,[]
9192,12 Months,12,111500,[]
9192,11 Months,11,111500,[]
9192,10 Months,10,111500,[]
9192,9 Months,9,111500,[]
9192,8 Months,8,111500,[]
9192,7 Months,7,111500,[]
9192,6 Months,6,111500,[]
9192,5 Months,5,111500,[]
9192,4 Months,4,111500,[]
9192,3 Months,3,111500,[]
9299,18 Months,18,114000,[]
9299,17 Months,17,114000,[]
9299,16 Months,16,114000,[]
9299,15 Months,15,114000,[]
9299,14 Months,14,114000,[]
9299,13 Months,13,114000,[]
9299,12 Months,12,114000,[]
9299,11 Months,11,114000,[]
9299,10 Months,10,114000,[]
9299,9 Months,9,114000,[]
9299,8 Months,8,114000,[]
9299,7 Months,7,114000,[]
9299,6 Months,6,114000,[]
9299,5 Months,5,114000,[]
9299,4 Months,4,114000,[]
9299,3 Months,3,114000,[]
9212,18 Months,18,173000,[]
9212,17 Months,17,173000,[]
9212,16 Months,16,173000,[]
9212,15 Months,15,173000,[]
9212,14 Months,14,173000,[]
9212,13 Months,13,173000,[]
9212,12 Months,12,173000,[]
9212,11 Months,11,173000,[]
9212,10 Months,10,173000,[]
9212,9 Months,9,173000,[]
9212,8 Months,8,173000,[]
9212,7 Months,7,173000,[]
9212,6 Months,6,173000,[]
9212,5 Months,5,173000,[]
9212,4 Months,4,173000,[]
9212,3 Months,3,173000,[]
9184,18 Months,18,158000,[]
9184,17 Months,17,158000,[]
9184,16 Months,16,158000,[]
9184,15 Months,15,158000,[]
9184,14 Months,14,158000,[]
9184,13 Months,13,158000,[]
9184,12 Months,12,158000,[]
9184,11 Months,11,158000,[]
9184,10 Months,10,158000,[]
9184,9 Months,9,158000,[]
9184,8 Months,8,158000,[]
9184,7 Months,7,158000,[]
9184,6 Months,6,158000,[]
9184,5 Months,5,158000,[]
9184,4 Months,4,158000,[]
9184,3 Months,3,158000,[]
9168,18 Months,18,197500,[]
9168,17 Months,17,197500,[]
9168,16 Months,16,197500,[]
9168,15 Months,15,197500,[]
9168,14 Months,14,197500,[]
9168,13 Months,13,197500,[]
9168,12 Months,12,197500,[]
9168,11 Months,11,197500,[]
9168,10 Months,10,197500,[]
9168,9 Months,9,197500,[]
9168,8 Months,8,197500,[]
9168,7 Months,7,197500,[]
9168,6 Months,6,197500,[]
9168,5 Months,5,197500,[]
9168,4 Months,4,197500,[]
9168,3 Months,3,197500,[]
9200,18 Months,18,198500,[]
9200,17 Months,17,198500,[]
9200,16 Months,16,198500,[]
9200,15 Months,15,198500,[]
9200,14 Months,14,198500,[]
9200,13 Months,13,198500,[]
9200,12 Months,12,198500,[]
9200,11 Months,11,198500,[]
9200,10 Months,10,198500,[]
9200,9 Months,9,198500,[]
9200,8 Months,8,198500,[]
9200,7 Months,7,198500,[]
9200,6 Months,6,198500,[]
9200,5 Months,5,198500,[]
9200,4 Months,4,198500,[]
9200,3 Months,3,198500,[]
9283,18 Months,18,165000,[]
9283,17 Months,17,165000,[]
9283,16 Months,16,165000,[]
9283,15 Months,15,165000,[]
9283,14 Months,14,165000,[]
9283,13 Months,13,165000,[]
9283,12 Months,12,165000,[]
9283,11 Months,11,165000,[]
9283,10 Months,10,165000,[]
9283,9 Months,9,165000,[]
9283,8 Months,8,165000,[]
9283,7 Months,7,165000,[]
9283,6 Months,6,165000,[]
9283,5 Months,5,165000,[]
9283,4 Months,4,165000,[]
9283,3 Months,3,165000,[]
9329,18 Months,18,136000,[]
9329,17 Months,17,136000,[]
9329,16 Months,16,136000,[]
9329,15 Months,15,136000,[]
9329,14 Months,14,136000,[]
9329,13 Months,13,136000,[]
9329,12 Months,12,136000,[]
9329,11 Months,11,136000,[]
9329,10 Months,10,136000,[]
9329,9 Months,9,136000,[]
9329,8 Months,8,136000,[]
9329,7 Months,7,136000,[]
9329,6 Months,6,136000,[]
9329,5 Months,5,136000,[]
9329,4 Months,4,136000,[]
9329,3 Months,3,136000,[]
9171,18 Months,18,111500,[]
9171,17 Months,17,111500,[]
9171,16 Months,16,111500,[]
9171,15 Months,15,111500,[]
9171,14 Months,14,111500,[]
9171,13 Months,13,111500,[]
9171,12 Months,12,111500,[]
9171,11 Months,11,111500,[]
9171,10 Months,10,111500,[]
9171,9 Months,9,111500,[]
9171,8 Months,8,111500,[]
9171,7 Months,7,111500,[]
9171,6 Months,6,111500,[]
9171,5 Months,5,111500,[]
9171,4 Months,4,111500,[]
9171,3 Months,3,111500,[]
9205,18 Months,18,114000,[]
9205,17 Months,17,114000,[]
9205,16 Months,16,114000,[]
9205,15 Months,15,114000,[]
9205,14 Months,14,114000,[]
9205,13 Months,13,114000,[]
9205,12 Months,12,114000,[]
9205,11 Months,11,114000,[]
9205,10 Months,10,114000,[]
9205,9 Months,9,114000,[]
9205,8 Months,8,114000,[]
9205,7 Months,7,114000,[]
9205,6 Months,6,114000,[]
9205,5 Months,5,114000,[]
9205,4 Months,4,114000,[]
9205,3 Months,3,114000,[]
9225,18 Months,18,114000,[]
9225,17 Months,17,114000,[]
9225,16 Months,16,114000,[]
9225,15 Months,15,114000,[]
9225,14 Months,14,114000,[]
9225,13 Months,13,114000,[]
9225,12 Months,12,114000,[]
9225,11 Months,11,114000,[]
9225,10 Months,10,114000,[]
9225,9 Months,9,114000,[]
9225,8 Months,8,114000,[]
9225,7 Months,7,114000,[]
9225,6 Months,6,114000,[]
9225,5 Months,5,114000,[]
9225,4 Months,4,114000,[]
9225,3 Months,3,114000,[]
9229,18 Months,18,146000,[]
9229,17 Months,17,146000,[]
9229,16 Months,16,146000,[]
9229,15 Months,15,146000,[]
9229,14 Months,14,146000,[]
9229,13 Months,13,146000,[]
9229,12 Months,12,146000,[]
9229,11 Months,11,146000,[]
9229,10 Months,10,146000,[]
9229,9 Months,9,146000,[]
9229,8 Months,8,146000,[]
9229,7 Months,7,146000,[]
9229,6 Months,6,146000,[]
9229,5 Months,5,146000,[]
9229,4 Months,4,146000,[]
9229,3 Months,3,146000,[]
9222,18 Months,18,201500,[]
9222,17 Months,17,201500,[]
9222,16 Months,16,201500,[]
9222,15 Months,15,201500,[]
9222,14 Months,14,201500,[]
9222,13 Months,13,201500,[]
9222,12 Months,12,201500,[]
9222,11 Months,11,201500,[]
9222,10 Months,10,201500,[]
9222,9 Months,9,201500,[]
9222,8 Months,8,201500,[]
9222,7 Months,7,201500,[]
9222,6 Months,6,201500,[]
9222,5 Months,5,201500,[]
9222,4 Months,4,201500,[]
9222,3 Months,3,201500,[]
9180,18 Months,18,197500,[]
9180,17 Months,17,197500,[]
9180,16 Months,16,197500,[]
9180,15 Months,15,197500,[]
9180,14 Months,14,197500,[]
9180,13 Months,13,197500,[]
9180,12 Months,12,197500,[]
9180,11 Months,11,197500,[]
9180,10 Months,10,197500,[]
9180,9 Months,9,197500,[]
9180,8 Months,8,197500,[]
9180,7 Months,7,197500,[]
9180,6 Months,6,197500,[]
9180,5 Months,5,197500,[]
9180,4 Months,4,197500,[]
9180,3 Months,3,197500,[]
9719,18 Months,18,162500,[]
9719,17 Months,17,162500,[]
9719,16 Months,16,162500,[]
9719,15 Months,15,162500,[]
9719,14 Months,14,162500,[]
9719,13 Months,13,162500,[]
9719,12 Months,12,162500,[]
9719,11 Months,11,162500,[]
9719,10 Months,10,162500,[]
9719,9 Months,9,162500,[]
9719,8 Months,8,162500,[]
9719,7 Months,7,162500,[]
9719,6 Months,6,162500,[]
9719,5 Months,5,162500,[]
9719,4 Months,4,162500,[]
9719,3 Months,3,162500,[]
9612,18 Months,18,124000,[]
9612,17 Months,17,124000,[]
9612,16 Months,16,124000,[]
9612,15 Months,15,124000,[]
9612,14 Months,14,124000,[]
9612,13 Months,13,124000,[]
9612,12 Months,12,124000,[]
9612,11 Months,11,124000,[]
9612,10 Months,10,124000,[]
9612,9 Months,9,124000,[]
9612,8 Months,8,124000,[]
9612,7 Months,7,124000,[]
9612,6 Months,6,124000,[]
9612,5 Months,5,124000,[]
9612,4 Months,4,124000,[]
9612,3 Months,3,124000,[]
9720,18 Months,18,162500,[]
9720,17 Months,17,162500,[]
9720,16 Months,16,162500,[]
9720,15 Months,15,162500,[]
9720,14 Months,14,162500,[]
9720,13 Months,13,162500,[]
9720,12 Months,12,162500,[]
9720,11 Months,11,162500,[]
9720,10 Months,10,162500,[]
9720,9 Months,9,162500,[]
9720,8 Months,8,162500,[]
9720,7 Months,7,162500,[]
9720,6 Months,6,162500,[]
9720,5 Months,5,162500,[]
9720,4 Months,4,162500,[]
9720,3 Months,3,162500,[]
9491,18 Months,18,154000,[]
9491,17 Months,17,154000,[]
9491,16 Months,16,154000,[]
9491,15 Months,15,154000,[]
9491,14 Months,14,154000,[]
9491,13 Months,13,154000,[]
9491,12 Months,12,154000,[]
9491,11 Months,11,154000,[]
9491,10 Months,10,154000,[]
9491,9 Months,9,154000,[]
9491,8 Months,8,154000,[]
9491,7 Months,7,154000,[]
9491,6 Months,6,154000,[]
9491,5 Months,5,154000,[]
9491,4 Months,4,154000,[]
9491,3 Months,3,154000,[]
9492,18 Months,18,167000,[]
9492,17 Months,17,167000,[]
9492,16 Months,16,167000,[]
9492,15 Months,15,167000,[]
9492,14 Months,14,167000,[]
9492,13 Months,13,167000,[]
9492,12 Months,12,167000,[]
9492,11 Months,11,167000,[]
9492,10 Months,10,167000,[]
9492,9 Months,9,167000,[]
9492,8 Months,8,167000,[]
9492,7 Months,7,167000,[]
9492,6 Months,6,167000,[]
9492,5 Months,5,167000,[]
9492,4 Months,4,167000,[]
9492,3 Months,3,167000,[]
9838,18 Months,18,130500,[]
9838,17 Months,17,130500,[]
9838,16 Months,16,130500,[]
9838,15 Months,15,130500,[]
9838,14 Months,14,130500,[]
9838,13 Months,13,130500,[]
9838,12 Months,12,130500,[]
9838,11 Months,11,130500,[]
9838,10 Months,10,130500,[]
9838,9 Months,9,130500,[]
9838,8 Months,8,130500,[]
9838,7 Months,7,130500,[]
9838,6 Months,6,130500,[]
9838,5 Months,5,130500,[]
9838,4 Months,4,130500,[]
9838,3 Months,3,130500,[]
9685,18 Months,18,124500,[]
9685,17 Months,17,124500,[]
9685,16 Months,16,124500,[]
9685,15 Months,15,124500,[]
9685,14 Months,14,124500,[]
9685,13 Months,13,124500,[]
9685,12 Months,12,124500,[]
9685,11 Months,11,124500,[]
9685,10 Months,10,124500,[]
9685,9 Months,9,124500,[]
9685,8 Months,8,124500,[]
9685,7 Months,7,124500,[]
9685,6 Months,6,124500,[]
9685,5 Months,5,124500,[]
9685,4 Months,4,124500,[]
9685,3 Months,3,124500,[]
9771,18 Months,18,162500,[]
9771,17 Months,17,162500,[]
9771,16 Months,16,162500,[]
9771,15 Months,15,162500,[]
9771,14 Months,14,162500,[]
9771,13 Months,13,162500,[]
9771,12 Months,12,162500,[]
9771,11 Months,11,162500,[]
9771,10 Months,10,162500,[]
9771,9 Months,9,162500,[]
9771,8 Months,8,162500,[]
9771,7 Months,7,162500,[]
9771,6 Months,6,162500,[]
9771,5 Months,5,162500,[]
9771,4 Months,4,162500,[]
9771,3 Months,3,162500,[]
9647,18 Months,18,161500,[]
9647,17 Months,17,161500,[]
9647,16 Months,16,161500,[]
9647,15 Months,15,161500,[]
9647,14 Months,14,161500,[]
9647,13 Months,13,161500,[]
9647,12 Months,12,161500,[]
9647,11 Months,11,161500,[]
9647,10 Months,10,161500,[]
9647,9 Months,9,161500,[]
9647,8 Months,8,161500,[]
9647,7 Months,7,161500,[]
9647,6 Months,6,161500,[]
9647,5 Months,5,161500,[]
9647,4 Months,4,161500,[]
9647,3 Months,3,161500,[]
9661,18 Months,18,162500,[]
9661,17 Months,17,162500,[]
9661,16 Months,16,162500,[]
9661,15 Months,15,162500,[]
9661,14 Months,14,162500,[]
9661,13 Months,13,162500,[]
9661,12 Months,12,162500,[]
9661,11 Months,11,162500,[]
9661,10 Months,10,162500,[]
9661,9 Months,9,162500,[]
9661,8 Months,8,162500,[]
9661,7 Months,7,162500,[]
9661,6 Months,6,162500,[]
9661,5 Months,5,162500,[]
9661,4 Months,4,162500,[]
9661,3 Months,3,162500,[]
9626,18 Months,18,130500,[]
9626,17 Months,17,130500,[]
9626,16 Months,16,130500,[]
9626,15 Months,15,130500,[]
9626,14 Months,14,130500,[]
9626,13 Months,13,130500,[]
9626,12 Months,12,130500,[]
9626,11 Months,11,130500,[]
9626,10 Months,10,130500,[]
9626,9 Months,9,130500,[]
9626,8 Months,8,130500,[]
9626,7 Months,7,130500,[]
9626,6 Months,6,130500,[]
9626,5 Months,5,130500,[]
9626,4 Months,4,130500,[]
9626,3 Months,3,130500,[]
9673,18 Months,18,124500,[]
9673,17 Months,17,124500,[]
9673,16 Months,16,124500,[]
9673,15 Months,15,124500,[]
9673,14 Months,14,124500,[]
9673,13 Months,13,124500,[]
9673,12 Months,12,124500,[]
9673,11 Months,11,124500,[]
9673,10 Months,10,124500,[]
9673,9 Months,9,124500,[]
9673,8 Months,8,124500,[]
9673,7 Months,7,124500,[]
9673,6 Months,6,124500,[]
9673,5 Months,5,124500,[]
9673,4 Months,4,124500,[]
9673,3 Months,3,124500,[]
9506,18 Months,18,130500,[]
9506,17 Months,17,130500,[]
9506,16 Months,16,130500,[]
9506,15 Months,15,130500,[]
9506,14 Months,14,130500,[]
9506,13 Months,13,130500,[]
9506,12 Months,12,130500,[]
9506,11 Months,11,130500,[]
9506,10 Months,10,130500,[]
9506,9 Months,9,130500,[]
9506,8 Months,8,130500,[]
9506,7 Months,7,130500,[]
9506,6 Months,6,130500,[]
9506,5 Months,5,130500,[]
9506,4 Months,4,130500,[]
9506,3 Months,3,130500,[]
9844,18 Months,18,123000,[]
9844,17 Months,17,123000,[]
9844,16 Months,16,123000,[]
9844,15 Months,15,123000,[]
9844,14 Months,14,123000,[]
9844,13 Months,13,123000,[]
9844,12 Months,12,123000,[]
9844,11 Months,11,123000,[]
9844,10 Months,10,123000,[]
9844,9 Months,9,123000,[]
9844,8 Months,8,123000,[]
9844,7 Months,7,123000,[]
9844,6 Months,6,123000,[]
9844,5 Months,5,123000,[]
9844,4 Months,4,123000,[]
9844,3 Months,3,123000,[]
9571,18 Months,18,180500,[]
9571,17 Months,17,180500,[]
9571,16 Months,16,180500,[]
9571,15 Months,15,180500,[]
9571,14 Months,14,180500,[]
9571,13 Months,13,180500,[]
9571,12 Months,12,180500,[]
9571,11 Months,11,180500,[]
9571,10 Months,10,180500,[]
9571,9 Months,9,180500,[]
9571,8 Months,8,180500,[]
9571,7 Months,7,180500,[]
9571,6 Months,6,180500,[]
9571,5 Months,5,180500,[]
9571,4 Months,4,180500,[]
9571,3 Months,3,180500,[]
9584,18 Months,18,161000,[]
9584,17 Months,17,161000,[]
9584,16 Months,16,161000,[]
9584,15 Months,15,161000,[]
9584,14 Months,14,161000,[]
9584,13 Months,13,161000,[]
9584,12 Months,12,161000,[]
9584,11 Months,11,161000,[]
9584,10 Months,10,161000,[]
9584,9 Months,9,161000,[]
9584,8 Months,8,161000,[]
9584,7 Months,7,161000,[]
9584,6 Months,6,161000,[]
9584,5 Months,5,161000,[]
9584,4 Months,4,161000,[]
9584,3 Months,3,161000,[]
9761,18 Months,18,155500,[]
9761,17 Months,17,155500,[]
9761,16 Months,16,155500,[]
9761,15 Months,15,155500,[]
9761,14 Months,14,155500,[]
9761,13 Months,13,155500,[]
9761,12 Months,12,155500,[]
9761,11 Months,11,155500,[]
9761,10 Months,10,155500,[]
9761,9 Months,9,155500,[]
9761,8 Months,8,155500,[]
9761,7 Months,7,155500,[]
9761,6 Months,6,155500,[]
9761,5 Months,5,155500,[]
9761,4 Months,4,155500,[]
9761,3 Months,3,155500,[]
9754,18 Months,18,128000,[]
9754,17 Months,17,128000,[]
9754,16 Months,16,128000,[]
9754,15 Months,15,128000,[]
9754,14 Months,14,128000,[]
9754,13 Months,13,128000,[]
9754,12 Months,12,128000,[]
9754,11 Months,11,128000,[]
9754,10 Months,10,128000,[]
9754,9 Months,9,128000,[]
9754,8 Months,8,128000,[]
9754,7 Months,7,128000,[]
9754,6 Months,6,128000,[]
9754,5 Months,5,128000,[]
9754,4 Months,4,128000,[]
9754,3 Months,3,128000,[]
9624,18 Months,18,124000,[]
9624,17 Months,17,124000,[]
9624,16 Months,16,124000,[]
9624,15 Months,15,124000,[]
9624,14 Months,14,124000,[]
9624,13 Months,13,124000,[]
9624,12 Months,12,124000,[]
9624,11 Months,11,124000,[]
9624,10 Months,10,124000,[]
9624,9 Months,9,124000,[]
9624,8 Months,8,124000,[]
9624,7 Months,7,124000,[]
9624,6 Months,6,124000,[]
9624,5 Months,5,124000,[]
9624,4 Months,4,124000,[]
9624,3 Months,3,124000,[]
9738,18 Months,18,123500,[]
9738,17 Months,17,123500,[]
9738,16 Months,16,123500,[]
9738,15 Months,15,123500,[]
9738,14 Months,14,123500,[]
9738,13 Months,13,123500,[]
9738,12 Months,12,123500,[]
9738,11 Months,11,123500,[]
9738,10 Months,10,123500,[]
9738,9 Months,9,123500,[]
9738,8 Months,8,123500,[]
9738,7 Months,7,123500,[]
9738,6 Months,6,123500,[]
9738,5 Months,5,123500,[]
9738,4 Months,4,123500,[]
9738,3 Months,3,123500,[]
9715,18 Months,18,132000,[]
9715,17 Months,17,132000,[]
9715,16 Months,16,132000,[]
9715,15 Months,15,132000,[]
9715,14 Months,14,132000,[]
9715,13 Months,13,132000,[]
9715,12 Months,12,132000,[]
9715,11 Months,11,132000,[]
9715,10 Months,10,132000,[]
9715,9 Months,9,132000,[]
9715,8 Months,8,132000,[]
9715,7 Months,7,132000,[]
9715,6 Months,6,132000,[]
9715,5 Months,5,132000,[]
9715,4 Months,4,132000,[]
9715,3 Months,3,132000,[]
9634,18 Months,18,125000,[]
9634,17 Months,17,125000,[]
9634,16 Months,16,125000,[]
9634,15 Months,15,125000,[]
9634,14 Months,14,125000,[]
9634,13 Months,13,125000,[]
9634,12 Months,12,125000,[]
9634,11 Months,11,125000,[]
9634,10 Months,10,125000,[]
9634,9 Months,9,125000,[]
9634,8 Months,8,125000,[]
9634,7 Months,7,125000,[]
9634,6 Months,6,125000,[]
9634,5 Months,5,125000,[]
9634,4 Months,4,125000,[]
9634,3 Months,3,125000,[]
9592,18 Months,18,147500,[]
9592,17 Months,17,147500,[]
9592,16 Months,16,147500,[]
9592,15 Months,15,147500,[]
9592,14 Months,14,147500,[]
9592,13 Months,13,147500,[]
9592,12 Months,12,147500,[]
9592,11 Months,11,147500,[]
9592,10 Months,10,147500,[]
9592,9 Months,9,147500,[]
9592,8 Months,8,147500,[]
9592,7 Months,7,147500,[]
9592,6 Months,6,147500,[]
9592,5 Months,5,147500,[]
9592,4 Months,4,147500,[]
9592,3 Months,3,147500,[]
9633,18 Months,18,127500,[]
9633,17 Months,17,127500,[]
9633,16 Months,16,127500,[]
9633,15 Months,15,127500,[]
9633,14 Months,14,127500,[]
9633,13 Months,13,127500,[]
9633,12 Months,12,127500,[]
9633,11 Months,11,127500,[]
9633,10 Months,10,127500,[]
9633,9 Months,9,127500,[]
9633,8 Months,8,127500,[]
9633,7 Months,7,127500,[]
9633,6 Months,6,127500,[]
9633,5 Months,5,127500,[]
9633,4 Months,4,127500,[]
9633,3 Months,3,127500,[]
9631,18 Months,18,181000,[]
9631,17 Months,17,181000,[]
9631,16 Months,16,181000,[]
9631,15 Months,15,181000,[]
9631,14 Months,14,181000,[]
9631,13 Months,13,181000,[]
9631,12 Months,12,181000,[]
9631,11 Months,11,181000,[]
9631,10 Months,10,181000,[]
9631,9 Months,9,181000,[]
9631,8 Months,8,181000,[]
9631,7 Months,7,181000,[]
9631,6 Months,6,181000,[]
9631,5 Months,5,181000,[]
9631,4 Months,4,181000,[]
9631,3 Months,3,181000,[]
9464,18 Months,18,154000,[]
9464,17 Months,17,154000,[]
9464,16 Months,16,154000,[]
9464,15 Months,15,154000,[]
9464,14 Months,14,154000,[]
9464,13 Months,13,154000,[]
9464,12 Months,12,154000,[]
9464,11 Months,11,154000,[]
9464,10 Months,10,154000,[]
9464,9 Months,9,154000,[]
9464,8 Months,8,154000,[]
9464,7 Months,7,154000,[]
9464,6 Months,6,154000,[]
9464,5 Months,5,154000,[]
9464,4 Months,4,154000,[]
9464,3 Months,3,154000,[]
9654,18 Months,18,131500,[]
9654,17 Months,17,131500,[]
9654,16 Months,16,131500,[]
9654,15 Months,15,131500,[]
9654,14 Months,14,131500,[]
9654,13 Months,13,131500,[]
9654,12 Months,12,131500,[]
9654,11 Months,11,131500,[]
9654,10 Months,10,131500,[]
9654,9 Months,9,131500,[]
9654,8 Months,8,131500,[]
9654,7 Months,7,131500,[]
9654,6 Months,6,131500,[]
9654,5 Months,5,131500,[]
9654,4 Months,4,131500,[]
9654,3 Months,3,131500,[]
9694,18 Months,18,125500,[]
9694,17 Months,17,125500,[]
9694,16 Months,16,125500,[]
9694,15 Months,15,125500,[]
9694,14 Months,14,125500,[]
9694,13 Months,13,125500,[]
9694,12 Months,12,125500,[]
9694,11 Months,11,125500,[]
9694,10 Months,10,125500,[]
9694,9 Months,9,125500,[]
9694,8 Months,8,125500,[]
9694,7 Months,7,125500,[]
9694,6 Months,6,125500,[]
9694,5 Months,5,125500,[]
9694,4 Months,4,125500,[]
9694,3 Months,3,125500,[]
9471,18 Months,18,160000,[]
9471,17 Months,17,160000,[]
9471,16 Months,16,160000,[]
9471,15 Months,15,160000,[]
9471,14 Months,14,160000,[]
9471,13 Months,13,160000,[]
9471,12 Months,12,160000,[]
9471,11 Months,11,160000,[]
9471,10 Months,10,160000,[]
9471,9 Months,9,160000,[]
9471,8 Months,8,160000,[]
9471,7 Months,7,160000,[]
9471,6 Months,6,160000,[]
9471,5 Months,5,160000,[]
